Date,Source,Details,Country (Profile)
Tue Oct 18 03:32:01 +0000 2022,Pakistan News ,"Pakistan reports 32 coronavirus cases, no death in 24 hours #Pakistan dunyanews.tv/en/Pakistan/67…","Islamabad, Pakistan"
Tue Oct 18 03:22:03 +0000 2022,Pakistan News ,PML-N blames defeat on external factors - Pakistan - DAWN.COM #Pakistan dawn.com/news/1715616/p…,"Islamabad, Pakistan"
Tue Oct 18 03:20:02 +0000 2022,Pakistan News ,(From Indian media) Two Pakistan delegations in India in 10 days #Pakistan newindianexpress.com/nation/2022/oc…,"Islamabad, Pakistan"
Tue Oct 18 03:18:02 +0000 2022,Pakistan News ,US senators seek immigration protection for Pakistani migrants #Pakistan dawn.com/news/1715629/u…,"Islamabad, Pakistan"
Tue Oct 18 03:16:03 +0000 2022,Pakistan News ,US 'confident' Pakistan can 'secure' its nukes #Pakistan dailytimes.com.pk/1013868/us-con…,"Islamabad, Pakistan"
Tue Oct 18 03:06:03 +0000 2022,Pakistan News ,"Flood damage survey complete in 46 districts of Balochistan, KP #Pakistan dawn.com/news/1715620/f…","Islamabad, Pakistan"
Tue Oct 18 03:04:03 +0000 2022,Pakistan News ,President reaffirms Pakistan’s commitment to eradicate poverty #Pakistan dailytimes.com.pk/1013803/presid…,"Islamabad, Pakistan"
Tue Oct 18 03:02:02 +0000 2022,Pakistan News ,Times Higher Education ranks UMT as top university in Pakistan #Pakistan dailytimes.com.pk/1013842/times-…,"Islamabad, Pakistan"
Tue Oct 18 02:48:02 +0000 2022,Pakistan News ,Pakistan utilised only a third of IsDB committed oil facility #Pakistan thenews.com.pk/print/1001081-…,"Islamabad, Pakistan"
Tue Oct 18 02:46:02 +0000 2022,Pakistan News ,"Buoyed by poll success, Imran admits 'backchannel' is open #Pakistan dawn.com/news/1715622/b…","Islamabad, Pakistan"
Tue Oct 18 02:16:02 +0000 2022,Pakistan News ,England race to victory over Pakistan in warm-up #Pakistan dawn.com/news/1715531/e…,"Islamabad, Pakistan"
Tue Oct 18 01:46:03 +0000 2022,Pakistan News ,A glimpse into the Pakistani vortex | By Mushtaq Jan #Pakistan pakobserver.net/a-glimpse-into…,"Islamabad, Pakistan"
Tue Oct 18 01:34:03 +0000 2022,Pakistan News ,Experts advise Pakistan to establish climate-resilient healthcare facilities #Pakistan thenews.com.pk/print/1000962-…,"Islamabad, Pakistan"
Tue Oct 18 01:32:02 +0000 2022,Pakistan News ,‘Pakistan to sign up to 10 agreements with Ethiopia’ #Pakistan thenews.com.pk/print/1001010-…,"Islamabad, Pakistan"
Tue Oct 18 01:30:03 +0000 2022,Pakistan News ,‘Conspirator’s statement aimed to weaken Pakistan: Zardari #Pakistan thenews.com.pk/print/1001085-…,"Islamabad, Pakistan"
Tue Oct 18 01:28:02 +0000 2022,Pakistan News ,Pakistan seeks major export boost under new free trade accord with China #Pakistan thenews.com.pk/print/1001114-…,"Islamabad, Pakistan"
Tue Oct 18 01:26:02 +0000 2022,Pakistan News ,Pakistan hope Hamza will shine in CAS Open #Pakistan thenews.com.pk/print/1001043-…,"Islamabad, Pakistan"
Tue Oct 18 01:24:02 +0000 2022,Pakistan News ,Pakistan at COP27 #Pakistan thenews.com.pk/print/1001031-…,"Islamabad, Pakistan"
Tue Oct 18 01:22:03 +0000 2022,Pakistan News ,PTCL signs agreement with evision to launch video streaming platform in Pakistan #Pakistan thenews.com.pk/print/1000998-…,"Islamabad, Pakistan"
Tue Oct 18 01:20:04 +0000 2022,Pakistan News ,"Fact-check: No, Sehat Card has not been suspended in Pakistan #Pakistan thenews.com.pk/print/1001095-…","Islamabad, Pakistan"
Tue Oct 18 01:18:03 +0000 2022,Pakistan News ,Experts advise Pakistan to establish climate-resilient healthcare facilities #Pakistan thenews.com.pk/print/1000940-…,"Islamabad, Pakistan"
Tue Oct 18 01:16:01 +0000 2022,Pakistan News ,Why Imran Khan’s ‘bypoll six’ is a turning moment in Pak politics #Pakistan thefederal.com/international/…,"Islamabad, Pakistan"
Tue Oct 18 01:02:02 +0000 2022,Pakistan News ,(From Indian media) Will Pakistan get off the 'grey list'? FATF plenary meeting to decide this week #Pakistan hindustantimes.com/world-news/wil…,"Islamabad, Pakistan"
Tue Oct 18 00:52:02 +0000 2022,Pakistan News ,Daraz inaugurates Pakistan's first Smart Distribution Centres #Pakistan pakobserver.net/daraz-inaugura…,"Islamabad, Pakistan"
Tue Oct 18 00:50:05 +0000 2022,Pakistan News ,"(From Indian media) Confident of Pakistan's commitment, ability to secure its nuclear assets: US #Pakistan theprint.in/world/confiden…","Islamabad, Pakistan"
Tue Oct 18 00:48:02 +0000 2022,Pakistan News ,Disease Outbreak News: Malaria - Pakistan (17 October 2022) - Pakistan #Pakistan reliefweb.int/report/pakista…,"Islamabad, Pakistan"
Tue Oct 18 00:46:03 +0000 2022,Pakistan News ,Pakistan Meteorological Department: Weekly Drought Information (17 October 2022) [EN/UR] - Pakistan #Pakistan reliefweb.int/report/pakista…,"Islamabad, Pakistan"
Tue Oct 18 00:32:03 +0000 2022,Pakistan News ,"No Special Debt-Rescheduling Deal with China, Pakistan Finance Minister Says #Pakistan voanews.com/a/no-special-d…","Islamabad, Pakistan"
Tue Oct 18 00:18:02 +0000 2022,Pakistan News ,Pakistan calls for int'l protection for Palestinians from Israeli attacks #Pakistan radio.gov.pk/17-10-2022/pak…,"Islamabad, Pakistan"
Tue Oct 18 00:16:02 +0000 2022,Pakistan News ,PM for immediately removing hurdles in way of SDF's projects in Pakistan #Pakistan pakistantoday.com.pk/2022/10/17/pm-…,"Islamabad, Pakistan"
Tue Oct 18 00:02:02 +0000 2022,Pakistan News ,THE ranks UMT 1st in Pakistan among private sector universities #Pakistan nation.com.pk/18-Oct-2022/th…,"Islamabad, Pakistan"
Mon Oct 17 23:32:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan court grants interim bail to Imran Khan in false affidavits case #Pakistan thehindu.com/news/internati…,"Islamabad, Pakistan"
Mon Oct 17 23:18:03 +0000 2022,Pakistan News ,Ghani says Imran made a mockery of Pakistan’s electoral system #Pakistan nation.com.pk/18-Oct-2022/gh…,"Islamabad, Pakistan"
Mon Oct 17 23:16:03 +0000 2022,Pakistan News ,Pakistan at critical moment of recovery following floods: PM #Pakistan global.chinadaily.com.cn/a/202210/17/WS…,"Islamabad, Pakistan"
Mon Oct 17 22:32:03 +0000 2022,Pakistan News ,Asif Zardari's pays tributes to martyrs of Karsaz bombing #Pakistan pakistantoday.com.pk/2022/10/17/asi…,"Islamabad, Pakistan"
Mon Oct 17 22:18:02 +0000 2022,Pakistan News ,(From Indian media) Will Pakistan get off the ‘grey list’? FATF plenary meeting to decide this week #Pakistan hindustantimes.com/world-news/wil…,"Islamabad, Pakistan"
Mon Oct 17 22:16:03 +0000 2022,Pakistan News ,Barrick closer to building $7bn copper project in Pakistan - MINING.COM #Pakistan mining.com/barrick-close-…,"Islamabad, Pakistan"
Mon Oct 17 22:02:03 +0000 2022,Pakistan News ,Pakistan at critical moment of recovery following floods: PM #Pakistan global.chinadaily.com.cn/a/202210/17/WS…,"Islamabad, Pakistan"
Mon Oct 17 20:46:02 +0000 2022,Pakistan News ,(From Indian media) Pakistani Taliban call Pakistan a 'state of butchers' after hundreds of rotten bodies found on roof of public hospital #Pakistan firstpost.com/world/pakistan…,"Islamabad, Pakistan"
Mon Oct 17 20:16:02 +0000 2022,Pakistan News ,(From Indian media) Drone intrusions along Pakistan border pose fresh challenge for security agencies #Pakistan hindustantimes.com/cities/chandig…,"Islamabad, Pakistan"
Mon Oct 17 19:48:04 +0000 2022,Pakistan News ,(From Indian media) Watch: Gavaskar's birthday gift for Babar ahead of IND vs PAK tie melts internet #Pakistan hindustantimes.com/cricket/watch-…,"Islamabad, Pakistan"
Mon Oct 17 19:46:04 +0000 2022,Pakistan News ,US 'confident' of Pakistan's ability to secure nukes after Biden uproar #Pakistan tribune.com.pk/story/2382052/…,"Islamabad, Pakistan"
Mon Oct 17 19:34:03 +0000 2022,Pakistan News ,RLNG: Winter is coming #Pakistan profit.pakistantoday.com.pk/2022/10/17/rln…,"Islamabad, Pakistan"
Mon Oct 17 19:32:03 +0000 2022,Pakistan News ,Jazz becomes first company to introduce late payment fee #Pakistan profit.pakistantoday.com.pk/2022/10/17/jaz…,"Islamabad, Pakistan"
Mon Oct 17 19:18:02 +0000 2022,Pakistan News ,(From Indian media) US says 'confident' Pakistan can secure nukes after Biden's 'dangerous nation' remark causes uproar #Pakistan indiatoday.in/world/story/us…,"Islamabad, Pakistan"
Mon Oct 17 19:16:04 +0000 2022,Pakistan News ,"Pakistan, US 'quietly' defuse tension on Biden's nuke remarks #Pakistan tribune.com.pk/story/2382036/…","Islamabad, Pakistan"
Mon Oct 17 18:46:03 +0000 2022,Pakistan News ,Ousted Pakistan PM Khan Sweeps Key By-Election #Pakistan voanews.com/a/ousted-pakis…,"Islamabad, Pakistan"
Mon Oct 17 17:50:03 +0000 2022,Pakistan News ,"(From Indian media) Pakistan: 14-year-old Hindu girl kidnapped, converted to Islam, forcibly married to her Muslim abductor #Pakistan firstpost.com/world/pakistan…","Islamabad, Pakistan"
Mon Oct 17 17:48:03 +0000 2022,Pakistan News ,England hand crushing defeat to Pakistan in T20 World Cup warm-up match #Pakistan dawn.com/news/1715512,"Islamabad, Pakistan"
Mon Oct 17 17:46:01 +0000 2022,Pakistan News ,Ukraine latest: Pakistan said to seek 'stable' supply of Russian wheat #Pakistan asia.nikkei.com/Politics/Ukrai…,"Islamabad, Pakistan"
Mon Oct 17 17:38:02 +0000 2022,Pakistan News ,"India, the Taliban, and the Country In Between #Pakistan thediplomat.com/2022/10/india-…","Islamabad, Pakistan"
Mon Oct 17 17:36:01 +0000 2022,Pakistan News ,Pakistan's First Virtual Zoo to be Launched in Islamabad #Pakistan techjuice.pk/pakistans-firs…,"Islamabad, Pakistan"
Mon Oct 17 17:34:03 +0000 2022,Pakistan News ,"Pakistan, Saudi Arabia enjoy cultural, historical ties: Air Chief #Pakistan radio.gov.pk/17-10-2022/pak…","Islamabad, Pakistan"
Mon Oct 17 17:32:02 +0000 2022,Pakistan News ,Pakistan calls for international protection for Palestinians from Israeli attacks #Pakistan app.com.pk/global/pakista…,"Islamabad, Pakistan"
Mon Oct 17 17:02:02 +0000 2022,Pakistan News ,APHC denounces hooliganism outside its office in Srinagar by Hindutva goons #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 16:34:03 +0000 2022,Pakistan News ,Pakistan apparel crisis continues with risk third of sector could close #Pakistan just-style.com/news/pakistan-…,"Islamabad, Pakistan"
Mon Oct 17 16:32:02 +0000 2022,Pakistan News ,Pakistani flood victims in worst-hit province Sindh return home #Pakistan gulfnews.com/world/asia/pak…,"Islamabad, Pakistan"
Mon Oct 17 16:18:02 +0000 2022,Pakistan News ,Germany vows to continue support to flood-hit Pakistan #Pakistan radio.gov.pk/17-10-2022/ger…,"Islamabad, Pakistan"
Mon Oct 17 16:16:03 +0000 2022,Pakistan News ,Foreign investors demand harsh penalties for IPR violations in Pakistan #Pakistan pkrevenue.com/foreign-invest…,"Islamabad, Pakistan"
Mon Oct 17 16:08:03 +0000 2022,Pakistan News ,Indian President appoints Justice DY Chandrachud as next SC chief #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 16:06:03 +0000 2022,Pakistan News ,Indian Americans raise alarm over Hindutva figure’s appointment to interfaith council #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 16:04:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan to have new Army chief next month; it may not end political uncertainty #Pakistan firstpost.com/opinion-news-e…,"Islamabad, Pakistan"
Mon Oct 17 16:02:03 +0000 2022,Pakistan News ,Pakistan’s Power Generation Down 10% in 1QFY23 #Pakistan propakistani.pk/2022/10/17/pak…,"Islamabad, Pakistan"
Mon Oct 17 15:46:02 +0000 2022,Pakistan News ,Youth And Women’s T20 Leagues At The Heart Of Pakistan Cricket’s Bold Vision #Pakistan forbes.com/sites/tristanl…,"Islamabad, Pakistan"
Mon Oct 17 15:32:02 +0000 2022,Pakistan News ,"(From Indian media) Chai, samosa and the China-Pakistan food corridor—how neighbours won foodies’ hearts in DC #Pakistan theprint.in/go-to-pakistan…","Islamabad, Pakistan"
Mon Oct 17 15:16:02 +0000 2022,Pakistan News ,England hand crushing defeat to Pakistan in T20 World Cup warm-up match #Pakistan dawn.com/news/1715512/e…,"Islamabad, Pakistan"
Mon Oct 17 15:10:04 +0000 2022,Pakistan News ,India using various tactics to deprive IIOJK people of their rights: Mir Saleem #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 15:08:04 +0000 2022,Pakistan News ,President appoints Justice DY Chandrachud as next CJI #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 15:06:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan Set to Get New Army Chief Next Month But That May Not End Country's Political Uncertainty #Pakistan news18.com/news/opinion/p…,"Islamabad, Pakistan"
Mon Oct 17 15:04:02 +0000 2022,Pakistan News ,Pakistan's export-oriented firms can benefit most from solar power: Dubai-based Yellow Door Energy #Pakistan brecorder.com/news/40203428,"Islamabad, Pakistan"
Mon Oct 17 15:02:02 +0000 2022,Pakistan News ,Pakistan floods leave cotton workers' dreams in tatters #Pakistan dunyanews.tv/en/Business/67…,"Islamabad, Pakistan"
Mon Oct 17 14:32:02 +0000 2022,Pakistan News ,Fans enjoyed as Pakistan's new openers score at impressive rate in powerplay #Pakistan cricketpakistan.com.pk/en/news/detail…,"Islamabad, Pakistan"
Mon Oct 17 13:48:02 +0000 2022,Pakistan News ,"(From Indian media) 'Pakistan a State of Butchers’: Taliban Blames Army, ISI over Rotten Bodies at Hospital | Exclusive #Pakistan news18.com/news/world/pak…","Islamabad, Pakistan"
Mon Oct 17 13:46:03 +0000 2022,Pakistan News ,England breeze past Pakistan after going on six-hitting spree #Pakistan icc-cricket.com/news/2857854,"Islamabad, Pakistan"
Mon Oct 17 13:34:03 +0000 2022,Pakistan News ,India's Dams and Pakistan's Water Crisis – The Diplomat #Pakistan thediplomat.com/2022/10/indias…,"Islamabad, Pakistan"
Mon Oct 17 13:32:02 +0000 2022,Pakistan News ,Here's Pakistan schedule for 2022 T20 World Cup #Pakistan cricketpakistan.com.pk/en/news/detail…,"Islamabad, Pakistan"
Mon Oct 17 13:16:02 +0000 2022,Pakistan News ,Indus Motor vows to launch Corolla Cross in Pakistan next year #Pakistan brecorder.com/news/40203565,"Islamabad, Pakistan"
Mon Oct 17 13:12:03 +0000 2022,Pakistan News ,Muslim students denied entry into college in Hijab #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 13:10:03 +0000 2022,Pakistan News ,Sisodia dubs as fake case CBI lodged against him #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 13:08:03 +0000 2022,Pakistan News ,"IFJ, IJU conduct web seminar on unity of journalists #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…","Islamabad, Pakistan"
Mon Oct 17 13:06:03 +0000 2022,Pakistan News ,APHC-AJK condoles death of Hurriyat activist’s father #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 13:04:03 +0000 2022,Pakistan News ,Pakistani flood victims in worst-hit province return home #Pakistan dunyanews.tv/en/Pakistan/67…,"Islamabad, Pakistan"
Mon Oct 17 13:02:03 +0000 2022,Pakistan News ,Malaria – Pakistan #Pakistan who.int/emergencies/di…,"Islamabad, Pakistan"
Mon Oct 17 12:54:02 +0000 2022,Pakistan News ,Climate Change: Is Pakistan Ready To Face the Existential Threat? #Pakistan thefridaytimes.com/2022/10/17/cli…,"Islamabad, Pakistan"
Mon Oct 17 12:52:02 +0000 2022,Pakistan News ,Recent Match Report - Pakistan vs England 2022/23 #Pakistan espncricinfo.com/series/icc-men…,"Islamabad, Pakistan"
Mon Oct 17 12:50:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan court grants interim bail to Imran Khan in false affidavits case #Pakistan economictimes.indiatimes.com/news/internati…,"Islamabad, Pakistan"
Mon Oct 17 12:48:03 +0000 2022,Pakistan News ,What Has Been Fueling Pakistan’s Startup Ecosystem? #Pakistan propakistani.pk/2022/10/17/wha…,"Islamabad, Pakistan"
Mon Oct 17 12:46:02 +0000 2022,Pakistan News ,Former PM Imran Khan dominates Pakistan by-elections #Pakistan aljazeera.com/news/2022/10/1…,"Islamabad, Pakistan"
Mon Oct 17 12:34:01 +0000 2022,Pakistan News ,Pakistani flood victims in worst-hit province return home #Pakistan apnews.com/article/floods…,"Islamabad, Pakistan"
Mon Oct 17 12:32:02 +0000 2022,Pakistan News ,"(From Indian media) Women, children protest in Pakistan, demand immediate law on abduction, conversion of minor Hindu girls to Islam #Pakistan firstpost.com/world/women-ch…","Islamabad, Pakistan"
Mon Oct 17 12:16:02 +0000 2022,Pakistan News ,Barrick and Pakistan Review Progress on Reko Diq Project #Pakistan barrick.com/English/news/n…,"Islamabad, Pakistan"
Mon Oct 17 12:06:02 +0000 2022,Pakistan News ,(From Indian media) Byelections to 11 constituencies in Pakistan to test parties' popularity #Pakistan thehindu.com/news/internati…,"Islamabad, Pakistan"
Mon Oct 17 12:04:02 +0000 2022,Pakistan News ,President calls for early finalization of CEPA with UAE to increase Pakistan's exports #Pakistan radio.gov.pk/17-10-2022/pre…,"Islamabad, Pakistan"
Mon Oct 17 12:02:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan court grants interim bail to Imran Khan in false affidavits case #Pakistan indiatvnews.com/news/world/pak…,"Islamabad, Pakistan"
Mon Oct 17 11:48:02 +0000 2022,Pakistan News ,President reaffirms Pakistan's determination to completely eradicate poverty in all forms #Pakistan radio.gov.pk/17-10-2022/pre…,"Islamabad, Pakistan"
Mon Oct 17 11:46:02 +0000 2022,Pakistan News ,Gold Rate In Pakistan Today 17 October 2022 #Pakistan dailytimes.com.pk/1013716/gold-r…,"Islamabad, Pakistan"
Mon Oct 17 11:32:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan Expected To Exit Money Laundering Watchdog FATF's Grey List This Month: Report #Pakistan outlookindia.com/international/…,"Islamabad, Pakistan"
Mon Oct 17 11:18:03 +0000 2022,Pakistan News ,Pregnant Women Struggle to Find Care After Pakistan’s Floods #Pakistan voanews.com/a/pregnant-wom…,"Islamabad, Pakistan"
Mon Oct 17 11:16:03 +0000 2022,Pakistan News ,"Pakistan, China agree to broaden scope of CPEC #Pakistan radio.gov.pk/17-10-2022/pak…","Islamabad, Pakistan"
Mon Oct 17 11:02:03 +0000 2022,Pakistan News ,Hindutva goons ransack APHC office in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/17…,"Islamabad, Pakistan"
Mon Oct 17 10:34:03 +0000 2022,Pakistan News ,Prohibited funding case: Court grants Imran interim bail till Oct 31 #Pakistan dawn.com/news/1715494,"Islamabad, Pakistan"
Mon Oct 17 10:32:03 +0000 2022,Pakistan News ,"India fires submarine missile warning at China, Pakistan #Pakistan asiatimes.com/2022/10/india-…","Islamabad, Pakistan"
